"mudLogs","xmlns","xmlns:xsi","version","mudLog","uidWell","uidWellbore","uid","nameWell","nameWellbore","name","dTim","mudLogCompany","startMd","uom","endMd","uom","relatedLog","uidRef","geologyInterval","uid","typeLithology","mdTop","uom","mdBottom","uom","dTim","ropAv","uom","ropMn","uom","ropMx","uom","wobAv","uom","tqAv","uom","rpmAv","uom","wtMudAv","uom","ecdTdAv","uom","dxcAv","lithology","uid","type","codeLith","lithPc","uom","qualifier","uid","type","mdTop","uom","mdBottom","uom","abundance","uom","commonTime","dTimLastChange","chromatograph","dTim","mdBottom","uom","methAv","uom","methMn","uom","methMx","uom","ethAv","uom","ethMn","uom","ethMx","uom","propAv","uom","propMn","uom","propMx","uom","ibutAv","uom","ibutMn","uom","ibutMx","uom","nbutAv","uom","nbutMn","uom","nbutMx","uom","ipentAv","uom","ipentMn","uom","ipentMx","uom","npentAv","uom","npentMn","uom","npentMx","uom","mudGas","gasAv","uom","gasPeak","uom","gasBackgnd","uom","commonData","sourceName","dTimCreation","dTimLastChange","itemState","priv_userLastChange","priv_ipLastChange","priv_userOwner","priv_ipOwner","priv_dTimReceived"
,,,,,,,,,,,,,,,,,,,,"int72RJGJ56","interpreted","2319.4","m","2329.3","m","2013-12-01T22:45:30.000Z","0.00644968165454546","m/s","0.0068547721","m/s","0.0068644822","m/s","93576.8134242424","N","20328.0432121212","N.m","2.2474124969697","c/s","1400","kg/m3","1403.33913030303","kg/m3","0.814394537797894",,"int72RJGJ561","claystone","90","100","%",,"int72RJGJ5611","dolomitic","2319.4","m","2329.3","m","3","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int72RJGJ5612","pyrite","2319.4","m","2329.3","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int72RJGJ5613","calcareous","2319.4","m","2329.3","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int71RJGJ56","interpreted","2329.3","m","2339.2","m","2013-12-01T22:45:30.000Z","0.00879923186969697","m/s","0.0068566556","m/s","0.0068704216","m/s","85709.6000909091","N","20775.9793636364","N.m","2.33306962424242","c/s","1400","kg/m3","1403.34208484849","kg/m3","0.747377774260965",,"int71RJGJ561","claystone","90","100","%",,"int71RJGJ5613","dolomitic","2329.3","m","2339.2","m","3","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int71RJGJ5611","pyrite","2329.3","m","2339.2","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int71RJGJ5612","calcareous","2329.3","m","2339.2","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int70RJGJ56","interpreted","2339.2","m","2349.1","m","2013-11-18T10:20:34.000Z","0.00967587041212121","m/s","0.0068711101","m/s","0.0068910555","m/s","77752.453","N","20349.5533939394","N.m","2.33295521515151","c/s","1400","kg/m3","1403.34502424242","kg/m3","0.714401116721657",,"int70RJGJ561","claystone","90","100","%",,"int70RJGJ5611","dolomitic","2339.2","m","2349.1","m","3","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int70RJGJ5612","pyrite","2339.2","m","2349.1","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int70RJGJ5613","calcareous","2339.2","m","2349.1","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"31RJGJ56","cuttings","2340","m","2370","m","2013-11-16T05:21:30.000Z","0.009050761464","m/s","0.0068729834","m/s","0.0069179653","m/s","99137.86297","N","20671.08192","N.m","2.332219808","c/s","1400","kg/m3","1403.348224","kg/m3","0.767961871613932",,"31RJGJ562","claystone","90","0","%",,,,,,,,,,,"2013-12-02T14:35:24.846Z",,"2013-11-21T16:16:25.000Z","2370","m","573","ppm","21","ppm","1001","ppm","0","ppm","0","ppm","4","ppm","-3981083333","ppm","0","ppm","3","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"1108","ppm","1115","ppm","1102","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31RJGJ561","claystone","90","100","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int69RJGJ56","interpreted","2349.1","m","2359","m","2013-11-18T10:20:34.000Z","0.00881181062727273","m/s","0.0068873484","m/s","0.0069020853","m/s","107450.203090909","N","20273.2401818182","N.m","2.33192818484848","c/s","1400","kg/m3","1403.34792424242","kg/m3","0.788900446177067",,"int69RJGJ561","claystone","90","100","%",,"int69RJGJ5611","calcareous","2349.1","m","2359","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int69RJGJ5613","pyrite","2349.1","m","2359","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int69RJGJ5612","dolomitic","2349.1","m","2359","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int68RJGJ56","interpreted","2359","m","2368.9","m","2013-11-16T05:24:50.000Z","0.00877574291818182","m/s","0.0069025709","m/s","0.0069163349","m/s","107391.629242424","N","21162.9212727273","N.m","2.33207329090909","c/s","1400","kg/m3","1403.35080606061","kg/m3","0.789454510417511",,"int68RJGJ561","claystone","90","100","%",,"int68RJGJ5612","pyrite","2359","m","2368.9","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int68RJGJ5613","calcareous","2359","m","2368.9","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int67RJGJ56","interpreted","2368.9","m","2378.8","m","2013-11-16T05:29:32.000Z","0.00868219860909091","m/s","0.0068738556","m/s","0.0069219053","m/s","95290.5093939394","N","21426.5177272727","N.m","2.33314005454546","c/s","1400","kg/m3","1403.35365454545","kg/m3","0.772250713605812",,"int67RJGJ561","claystone","90","100","%",,"int67RJGJ5611","pyrite","2368.9","m","2378.8","m","5","%",,"2013-12-02T14:35:24.846Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"34RJGJ56","cuttings","2370","m","2400","m","2013-11-16T06:13:50.000Z","0.0072414808138","m/s","0.0066990896","m/s","0.0069219053","m/s","105466.61813","N","21728.26405","N.m","2.259021114","c/s","1400","kg/m3","1403.356868","kg/m3","0.8364424886",,"34RJGJ562","claystone","90","80","%",,,,,,,,,,,"2013-12-01T23:24:39.821Z",,"2013-11-16T04:22:44.000Z","2400","m","396","ppm","69","ppm","928","ppm","1","ppm","0","ppm","8","ppm","-8019000000","ppm","0","ppm","3","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"1153","ppm","1180","ppm","1136","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34RJGJ561","claystone","90","100","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int66RJGJ56","interpreted","2378.8","m","2387","m","2013-11-16T06:15:13.000Z","0.00962717522962963","m/s","0.0068874779","m/s","0.0069021694","m/s","93544.019037037","N","22237.1586296296","N.m","2.3334586037037","c/s","1400","kg/m3","1403.35622962963","kg/m3","0.746927473333333",,"int66RJGJ561","claystone","90","100","%",,"int66RJGJ5611","calcareous","2378.8","m","2387","m","5","%",,"2013-12-01T23:24:39.821Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int66RJGJ5613","pyrite","2378.8","m","2387","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int77RJGJ56","interpreted","2387","m","2388.3","m","2013-12-01T20:19:43.000Z","0.001247039948","m/s","0.0067741536","m/s","0.0068842435","m/s","142062.032","N","19451.806","N.m","1.69762278","c/s","1400","kg/m3","1403.3576","kg/m3","1.19309161040447",,"int77RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int65RJGJ56","interpreted","2388.3","m","2391.2","m","2013-11-16T07:12:53.000Z","0.0054748414","m/s","0.0067703714","m/s","0.0067740596","m/s","108555.255111111","N","20638.1924444444","N.m","2.33235312222222","c/s","1400","kg/m3","1403.3582","kg/m3","0.884286175163369",,"int65RJGJ561","claystone","90","100","%",,"int65RJGJ5611","pyrite","2388.3","m","2391.2","m","5","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int78RJGJ56","interpreted","2391.2","m","2405.9","m","2013-11-16T07:12:53.000Z","0.00498161894163265","m/s","0.0066845353","m/s","0.006776642","m/s","131720.434755102","N","22852.7139795918","N.m","2.22670587142857","c/s","1400","kg/m3","1403.36066530612","kg/m3","0.943107413534055",,"int78RJGJ561","claystone","90","100","%",,"int78RJGJ5612","tuffite","2391.2","m","2405.9","m","5","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int78RJGJ5613","pyrite","2391.2","m","2405.9","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"37RJGJ56","cuttings","2400","m","2430","m","2013-11-16T07:10:01.000Z","0.004505948422","m/s","0.0065419408","m/s","0.0066986245","m/s","143020.0717","N","22978.43236","N.m","2.176359629","c/s","1400","kg/m3","1403.425089","kg/m3","0.972189794976879",,"37RJGJ561","limestone","530","5","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,"2013-11-16T06:50:15.000Z","2430","m","713","ppm","332","ppm","1032","ppm","6","ppm","4","ppm","10","ppm","3","ppm","2","ppm","4","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"1284","ppm","1287","ppm","1281","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37RJGJ562","claystone","90","95","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int80RJGJ56","interpreted","2405.9","m","2407.1","m","2013-11-16T07:16:31.000Z","0.003340458625","m/s","0.0066595179","m/s","0.0066845968","m/s","153936.9825","N","21413.22925","N.m","1.966042775","c/s","1400","kg/m3","1403.362925","kg/m3","1.03578230062691",,"int80RJGJ561","limestone","530","100","%",,"int80RJGJ5611","tuffite","2407.1","m","2419.6","m","5","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int80RJGJ5612","pyrite","2407.1","m","2419.6","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int79RJGJ56","interpreted","2407.1","m","2419.6","m","2013-11-16T07:16:31.000Z","0.00447232655952381","m/s","0.0066183619","m/s","0.0066584578","m/s","143224.536428571","N","23047.7882619048","N.m","2.23273743333333","c/s","1400","kg/m3","1403.3580547619","kg/m3","0.976408271254763",,"int79RJGJ561","claystone","90","100","%",,"int79RJGJ5612","pyrite","2407.1","m","2419.6","m","5","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int79RJGJ5611","tuffite","2407.1","m","2419.6","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int84RJGJ56","interpreted","2419.6","m","2420.2","m","2013-12-01T20:19:43.000Z","0.0029617091","m/s","0.0065863669","m/s","0.0065964897","m/s","142800.7","N","19234.085","N.m","1.7353753","c/s","1400","kg/m3","1403.531","kg/m3","1.00313885902621",,"int84RJGJ561","claystone","90","100","%",,"int84RJGJ5611","pyrite","2419.6","m","2420.2","m","5","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int181RJGJ56","interpreted","2420.2","m","2421.3","m","2013-12-01T20:20:26.000Z","0.001616926675","m/s","0.0065581432","m/s","0.0065838597","m/s","128917.6975","N","20921.2095","N.m","1.763419825","c/s","1400","kg/m3","1403.546625","kg/m3","1.10070620114728",,"int181RJGJ561","limestone","530","100","%",,"int181RJGJ5611","pyrite","2421.3","m","2430.8","m","5","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int180RJGJ56","interpreted","2421.3","m","2430.8","m","2013-12-01T20:20:26.000Z","0.00517158497741936","m/s","0.0065404681","m/s","0.0065554575","m/s","142225.205483871","N","23267.9586129032","N.m","2.14914417419355","c/s","1400","kg/m3","1403.54814193548","kg/m3","0.936129915709004",,"int180RJGJ561","claystone","90","100","%",,"int180RJGJ5611","pyrite","2421.3","m","2430.8","m","5","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"38RJGJ56","cuttings","2430","m","2460","m","2013-11-16T13:01:06.000Z","0.0021994034296","m/s","0.0059868681","m/s","0.0065415432","m/s","122432.33119","N","20976.48349","N.m","1.919658481","c/s","1400","kg/m3","1403.578834","kg/m3","1.05058984253179",,"38RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,"2013-11-16T12:47:24.000Z","2460","m","544","ppm","13","ppm","1019","ppm","5","ppm","0","ppm","12","ppm","4","ppm","0","ppm","7","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"1057","ppm","1142","ppm","992","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int83RJGJ56","interpreted","2430.8","m","2432.1","m","2013-11-16T13:04:38.000Z","0.00488711438","m/s","0.0065377382","m/s","0.006538517","m/s","139438.324","N","22608.5134","N.m","2.33268222","c/s","1400","kg/m3","1403.5497","kg/m3","0.955894225244858",,"int83RJGJ561","limestone","530","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int82RJGJ56","interpreted","2432.1","m","2446.8","m","2013-11-16T17:40:49.000Z","0.00200265618204082","m/s","0.0061928834","m/s","0.0064876669","m/s","133231.122122449","N","20481.1907142857","N.m","1.80032569795918","c/s","1400","kg/m3","1403.55204285714","kg/m3","1.07788883490126",,"int82RJGJ561","claystone","90","100","%",,"int82RJGJ5612","pyrite","2432.1","m","2446.8","m","5","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int81RJGJ56","interpreted","2446.8","m","2448","m","2013-11-16T13:04:38.000Z","0.0014297858125","m/s","0.0061518887","m/s","0.006191001","m/s","157769.5675","N","21442.577","N.m","1.98919995","c/s","1400","kg/m3","1403.554325","kg/m3","1.199270275",,"int81RJGJ561","limestone","530","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int87RJGJ56","interpreted","2448","m","2460.6","m","2013-11-16T22:05:21.000Z","0.00199043985214286","m/s","0.0059816035","m/s","0.0061498677","m/s","101892.073452381","N","21268.2306190476","N.m","1.98959548333333","c/s","1400","kg/m3","1403.62009047619","kg/m3","1.02043532833333",,"int87RJGJ561","claystone","90","100","%",,"int87RJGJ5611","pyrite","2448","m","2460.6","m","3","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int87RJGJ5613","pyrite","2475.1","m","2489.9","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"39RJGJ56","cuttings","2460","m","2490","m","2013-11-16T17:39:14.000Z","0.00344062331","m/s","0.005846693","m/s","0.0059844405","m/s","78254.16137","N","22537.71723","N.m","2.239965273","c/s","1400","kg/m3","1403.641744","kg/m3","0.881111727",,"39RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,"2013-11-21T16:16:29.000Z","2490","m","1163","ppm","12","ppm","2606","ppm","13","ppm","0","ppm","27","ppm","7","ppm","0","ppm","12","ppm","0","ppm","0","ppm","0","ppm","1","ppm","0","ppm","2","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"1143","ppm","1148","ppm","1137","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int86RJGJ56","interpreted","2460.6","m","2475.1","m","2013-11-16T17:40:49.000Z","0.00365728942916667","m/s","0.0059188915","m/s","0.0059791668","m/s","83535.3222708333","N","23471.0509791667","N.m","1.97712786458333","c/s","1400","kg/m3","1403.63968125","kg/m3","0.863325230625",,"int86RJGJ561","claystone","90","100","%",,"int86RJGJ5612","pyrite","2460.6","m","2475.1","m","5","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int85RJGJ56","interpreted","2475.1","m","2489.9","m","2013-11-16T22:05:21.000Z","0.00332360636938776","m/s","0.0058485094","m/s","0.0059159947","m/s","72026.079632653","N","21616.5958571429","N.m","2.49982593877551","c/s","1400","kg/m3","1403.64384897959","kg/m3","0.88954794755102",,"int85RJGJ561","claystone","90","100","%",,"int85RJGJ5611","pyrite","2448","m","2460.6","m","3","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int85RJGJ5613","pyrite","2475.1","m","2489.9","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int93RJGJ56","interpreted","2489.9","m","2500","m","2013-11-17T04:11:05.000Z","0.0038991659772117","m/s","0.0058133349","m/s","0.005846693","m/s","68810.5005935268","N","21332.2842","N.m","2.34606970428571","c/s","1400","kg/m3","1403.53228857143","kg/m3","0.859431743142857",,"int93RJGJ561","claystone","90","100","%",,"int93RJGJ5613","pyrite","2540.4","m","2550.5","m","1","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int93RJGJ5611","pyrite","2489.9","m","2500","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"40RJGJ56","cuttings","2490","m","2520","m","2013-11-17T05:03:35.000Z","0.00369172592180603","m/s","0.0056855274","m/s","0.0058407853","m/s","81523.6880571627","N","21940.9556633663","N.m","2.43537663514851","c/s","1400","kg/m3","1403.57998910891","kg/m3","0.911067333465346",,"40RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,"2013-11-16T22:45:08.000Z","2520","m","496","ppm","194","ppm","1554","ppm","8","ppm","-999","ppm","32","ppm","3","ppm","-999","ppm","11","ppm","0","ppm","0","ppm","0","ppm","0","ppm","-999","ppm","0","ppm","0","ppm","-999","ppm","0","ppm","0","ppm","-999","ppm","0","ppm",,"1042","ppm","1051","ppm","1037","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int92RJGJ56","interpreted","2500","m","2510.1","m","2013-11-17T04:11:05.000Z","0.00495975982352941","m/s","0.0057787876","m/s","0.0058177015","m/s","88886.9192647059","N","23873.5734705882","N.m","2.31369620588235","c/s","1400","kg/m3","1403.61021470588","kg/m3","0.862257070294118",,"int92RJGJ561","claystone","90","100","%",,"int92RJGJ5612","pyrite","2500","m","2510.1","m","1","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int91RJGJ56","interpreted","2510.1","m","2520.2","m","2013-11-17T04:11:05.000Z","0.00211594611818182","m/s","0.0056855274","m/s","0.0057700746","m/s","87397.8167878788","N","20576.0726363636","N.m","2.66243183030303","c/s","1400","kg/m3","1403.60143939394","kg/m3","1.01894579333333",,"int91RJGJ561","claystone","90","100","%",,"int91RJGJ5611","pyrite","2520.2","m","2530.3","m","1","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int91RJGJ5613","pyrite","2510.1","m","2520.2","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"41RJGJ56","cuttings","2520","m","2550","m","2013-11-17T05:03:35.000Z","0.00684259699504951","m/s","0.0056256681","m/s","0.0058238757","m/s","69496.6497762376","N","22652.2834257426","N.m","2.48421252821782","c/s","1400","kg/m3","1403.58870594059","kg/m3","0.826417792475247",,"41RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,"2013-11-17T00:55:29.000Z","2550","m","962","ppm","205","ppm","2580","ppm","17","ppm","-999","ppm","47","ppm","6","ppm","0","ppm","14","ppm","0","ppm","-999","ppm","0","ppm","-2297067567","ppm","-999","ppm","2","ppm","0","ppm","-999","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"1097","ppm","1103","ppm","1093","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int90RJGJ56","interpreted","2520.2","m","2530.3","m","2013-11-17T04:11:05.000Z","0.00347147684411765","m/s","0.0056378956","m/s","0.0056848866","m/s","89521.4155882353","N","22080.5212058823","N.m","2.66071633823529","c/s","1400","kg/m3","1403.60257941176","kg/m3","0.941650432941177",,"int90RJGJ561","claystone","90","100","%",,"int90RJGJ5611","pyrite","2520.2","m","2530.3","m","1","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int90RJGJ5613","pyrite","2510.1","m","2520.2","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
