"mudLogs","xmlns","xmlns:xsi","version","mudLog","uidWell","uidWellbore","uid","nameWell","nameWellbore","name","dTim","mudLogCompany","startMd","uom","endMd","uom","relatedLog","uidRef","geologyInterval","uid","typeLithology","mdTop","uom","mdBottom","uom","dTim","ropAv","uom","ropMn","uom","ropMx","uom","wobAv","uom","tqAv","uom","rpmAv","uom","wtMudAv","uom","ecdTdAv","uom","dxcAv","lithology","uid","type","codeLith","lithPc","uom","qualifier","uid","type","mdTop","uom","mdBottom","uom","abundance","uom","commonTime","dTimLastChange","chromatograph","dTim","mdBottom","uom","methAv","uom","methMn","uom","methMx","uom","ethAv","uom","ethMn","uom","ethMx","uom","propAv","uom","propMn","uom","propMx","uom","ibutAv","uom","ibutMn","uom","ibutMx","uom","nbutAv","uom","nbutMn","uom","nbutMx","uom","ipentAv","uom","ipentMn","uom","ipentMx","uom","npentAv","uom","npentMn","uom","npentMx","uom","mudGas","gasAv","uom","gasPeak","uom","gasBackgnd","uom","commonData","sourceName","dTimCreation","dTimLastChange","itemState","priv_userLastChange","priv_ipLastChange","priv_userOwner","priv_ipOwner","priv_dTimReceived"
,,,,,,,,,,,,,,,,,,,,"int107RJGJ56","interpreted","2595","m","2598.6","m","2013-11-28T05:18:32.000Z","0.00550385297916667","m/s","0.0021637325","m/s","0.0054145675","m/s","49266.8465","N","19033.3329583333","N.m","1.3078873075","c/s","1350","kg/m3","1218.8129975","kg/m3","0.896702577916667",,"int107RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int102RJGJ56","interpreted","2595.4","m","2601.3","m","2013-11-17T10:10:40.000Z","0.003080989345","m/s","0.0053776081","m/s","0.0054139669","m/s","51616.96235","N","20322.6309","N.m","2.00491627","c/s","1400","kg/m3","1403.63577","kg/m3","0.8073169385",,"int102RJGJ561","claystone","90","100","%",,"int102RJGJ5611","pyrite","2601.3","m","2602.5","m","1","%",,"2013-12-01T23:24:39.821Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int102RJGJ5613","argillaceous","2601.3","m","2602.5","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int108RJGJ56","interpreted","2598.6","m","2599.1","m","2013-11-28T05:18:32.000Z","0.00598905485","m/s","0.0025152611","m/s","0.0054064602","m/s","47006.883","N","18932.1545","N.m","1.334836235","c/s","1350","kg/m3","1261.2501","kg/m3","0.88268651",,"int108RJGJ561","sandstone","220","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int109RJGJ56","interpreted","2599.1","m","2601.3","m","2013-11-28T05:18:32.000Z","0.0048779838","m/s","0.0025418032","m/s","0.0054012191","m/s","55667.805375","N","18693.567875","N.m","1.36806911625","c/s","1350","kg/m3","1292.95470625","kg/m3","0.9676844725",,"int109RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int101RJGJ56","interpreted","2601.3","m","2606.8","m","2013-11-28T05:18:32.000Z","0.00611260760277778","m/s","0.0027484094","m/s","0.0053781165","m/s","59006.7324722222","N","20754.7954166667","N.m","1.44833459888889","c/s","1350","kg/m3","1410.01565833333","kg/m3","0.908497296388889",,"int101RJGJ561","claystone","90","100","%",,"int101RJGJ5611","pyrite","2601.3","m","2602.5","m","1","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int101RJGJ5613","argillaceous","2601.3","m","2602.5","m","5","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int100RJGJ56","interpreted","2602.5","m","2605.3","m","2013-11-17T10:10:40.000Z","0.00520673897777778","m/s","0.0053730536","m/s","0.0053781165","m/s","73508.8671111111","N","23237.5377777778","N.m","2.33076464444444","c/s","1400","kg/m3","1403.63725555556","kg/m3","0.802482065555556",,"int100RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-01T23:24:39.821Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int99RJGJ56","interpreted","2605.3","m","2606.6","m","2013-11-17T10:10:40.000Z","0.003110054025","m/s","0.0053711588","m/s","0.0053727716","m/s","58780.7355","N","23093.1225","N.m","2.1152026","c/s","1400","kg/m3","1403.637775","kg/m3","0.826962005",,"int99RJGJ561","sandstone","220","100","%",,"int99RJGJ5611","pyrite","2605.3","m","2606.6","m","3","%",,"2013-12-01T23:24:39.821Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int99RJGJ5612","carbonaceous","2605.3","m","2606.6","m","3","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int105RJGJ56","interpreted","2606.6","m","2617.9","m","2013-11-17T10:25:30.000Z","0.00342132118578947","m/s","0.005314361","m/s","0.0053706204","m/s","78124.3638157895","N","22156.2304210526","N.m","2.0858868","c/s","1400","kg/m3","1403.63935263158","kg/m3","0.872438106842105",,"int105RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-01T23:24:39.821Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int110RJGJ56","interpreted","2606.8","m","2607.7","m","2013-11-28T05:18:32.000Z","0.0063585952","m/s","0.0031436705","m/s","0.005370222","m/s","60368.0713333333","N","21017.1455","N.m","1.33422979166667","c/s","1350","kg/m3","1455.63405","kg/m3","0.889517048333333",,"int110RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int111RJGJ56","interpreted","2607.7","m","2608.2","m","2013-11-28T05:18:32.000Z","0.006380991825","m/s","0.003209021","m/s","0.0053692645","m/s","64229.018","N","22959.968","N.m","1.332862185","c/s","1350","kg/m3","1455.608925","kg/m3","0.8895520475",,"int111RJGJ561","sandstone","220","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int112RJGJ56","interpreted","2609.3","m","2609.8","m","2013-11-28T05:18:32.000Z","0.006160075875","m/s","0.0033159751","m/s","0.0053666249","m/s","64503.45675","N","20644.314","N.m","1.3328131775","c/s","1350","kg/m3","1455.558225","kg/m3","0.9059210375",,"int112RJGJ561","sandstone","220","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int116RJGJ56","interpreted","2609.8","m","3290","m","2013-11-28T20:13:37.000Z","0.00512053333313488","m/s","0.0026286879","m/s","4.2325825","m/s","110999.728776396","N","23915.7397456895","N.m","1.873263403893","c/s","1281.85640969987","kg/m3","1298.5527939104","kg/m3","0.986585464088683",,"int116RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"44RJGJ56","cuttings","2610","m","2618","m","2013-11-17T13:52:26.000Z","0.00373404502886792","m/s","0.0026286879","m/s","0.0053642461","m/s","54806.3888457547","N","19388.0995471698","N.m","1.60947252245283","c/s","1350.94339622642","kg/m3","1387.60596226415","kg/m3","0.943054133962264",,"44RJGJ563","sandstone","220","5","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,"2013-11-21T23:05:52.000Z","2617.8","m","403","ppm","12","ppm","1529","ppm","9","ppm","0","ppm","42","ppm","6","ppm","-999","ppm","15","ppm","0","ppm","-999","ppm","0","ppm","-185166667","ppm","-999","ppm","3","ppm","0","ppm","-999","ppm","0","ppm","0","ppm","-999","ppm","0","ppm",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44RJGJ561","limestone","530","10","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44RJGJ562","claystone","90","85","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"47RJGJ56","cuttings","2618","m","3290","m","2013-11-28T22:05:13.000Z","0.00515240162069835","m/s","0.0045637174","m/s","4.2325825","m/s","112365.708837393","N","24025.0481200268","N.m","1.87997684671569","c/s","1280.16394202317","kg/m3","1296.30956876114","kg/m3","0.987674049999948",,"47RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,"2013-11-29T23:55:23.000Z","3289.8","m","244","ppm","10","ppm","12423","ppm","-1427789161","ppm","-999","ppm","1239","ppm","6","ppm","-999","ppm","692","ppm","-496847052","ppm","-999","ppm","71","ppm","-407287619","ppm","-999","ppm","222","ppm","-496847052","ppm","-999","ppm","64","ppm","-496847052","ppm","-999","ppm","97","ppm",,"229","ppm","231","ppm","227","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47RJGJ562","claystone","90","70","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int115RJGJ56","interpreted","3290","m","3300","m","2013-11-28T20:13:37.000Z","0.0044751591892573","m/s","0.0035657393","m/s","0.0075013919","m/s","108576.954295988","N","24806.9747445946","N.m","1.85114735064865","c/s","1280","kg/m3","1301.52225945946","kg/m3","0.98767405",,"int115RJGJ561","claystone","90","100","%",,"int115RJGJ5611","calcareous","3290","m","3300","m","14","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int115RJGJ5612","calcareous","3300","m","3330","m","14","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"46RJGJ56","cuttings","3290","m","3300","m","2013-11-28T20:09:10.000Z","0.0044751591892573","m/s",,,"0.0075013919","m/s","108576.954295988","N","24806.9747445946","N.m","1.85114735064865","c/s","1280","kg/m3","1301.52225945946","kg/m3","0.98767405",,"46RJGJ561","claystone","90","100","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,"2013-11-28T13:50:52.000Z","3300","m","203","ppm","11","ppm","303","ppm","10","ppm","-999","ppm","14","ppm","5","ppm","-999","ppm","7","ppm","0","ppm","-999","ppm","0","ppm","0","ppm","-999","ppm","0","ppm","0","ppm","-999","ppm","0","ppm","0","ppm","-999","ppm","0","ppm",,"330","ppm","338","ppm","322","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"45RJGJ56","cuttings","3300","m","3330","m","2013-12-01T20:37:15.000Z","0.005319622781","m/s","0.0035657393","m/s","0.005329471","m/s","62410.2799055312","N","23431.01446","N.m","1.4946477344","c/s","1317.683464","kg/m3","1378.039402","kg/m3","0.987674049999999",,"45RJGJ562","claystone","90","10","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,"2013-11-28T20:39:48.000Z","3330","m","139","ppm","11","ppm","250","ppm","3","ppm","0","ppm","10","ppm","-5242194175","ppm","0","ppm","4","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm",,"331","ppm","445","ppm","227","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45RJGJ563","claystone","90","10","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45RJGJ561","marl","500","90","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int114RJGJ56","interpreted","3300","m","3303.4","m","2013-12-01T20:29:31.000Z","0.00501871004545455","m/s","0.0040094543","m/s","0.005329471","m/s","25195.9710502841","N","21281.5391818182","N.m","1.33243612727273","c/s","1298.94058181818","kg/m3","1352.1026","kg/m3","0.98767405",,"int114RJGJ561","marl","500","100","%",,"int114RJGJ5612","calcareous","3300","m","3303.4","m","14","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int114RJGJ5611","calcareous","3290","m","3300","m","14","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int121RJGJ56","interpreted","3303.4","m","3304.7","m","2013-12-01T20:29:31.000Z","0.00263421775","m/s","0.0035657393","m/s","0.00383384","m/s","37091.65875","N","19848.59875","N.m","1.257789525","c/s","1320","kg/m3","1376.5682","kg/m3","0.98767405",,"int121RJGJ561","marl","500","100","%",,"int121RJGJ5611","argillaceous","3303.4","m","3304.7","m","12","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int121RJGJ5612","calcareous","3312.3","m","3330","m","14","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int120RJGJ56","interpreted","3304.7","m","3311.2","m","2013-12-01T20:29:31.000Z","0.00579607809545455","m/s","0.0036723262","m/s","0.0045610125","m/s","84980.2562272728","N","22632.78","N.m","1.32055368181818","c/s","1320","kg/m3","1381.88272727273","kg/m3","0.98767405",,"int120RJGJ561","marl","500","100","%",,"int120RJGJ5612","calcareous","3304.7","m","3311.2","m","14","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int119RJGJ56","interpreted","3311.2","m","3312.3","m","2013-12-01T20:29:31.000Z","0.004274356025","m/s","0.0045030055","m/s","0.0045289255","m/s","102989.0825","N","24017.9975","N.m","1.175548185","c/s","1320","kg/m3","1381.8107","kg/m3","0.98767405",,"int119RJGJ561","marl","500","100","%",,"int119RJGJ5612","argillaceous","3311.2","m","3312.3","m","12","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int118RJGJ56","interpreted","3312.3","m","3330","m","2013-12-01T20:29:31.000Z","0.00545099075254237","m/s","0.0045392089","m/s","0.0050170283","m/s","59898.0289322034","N","24332.4910169491","N.m","1.62749905423729","c/s","1320","kg/m3","1381.28603389831","kg/m3","0.987674050000001",,"int118RJGJ561","marl","500","100","%",,"int118RJGJ5612","calcareous","3312.3","m","3330","m","14","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int113RJGJ56","interpreted","3330","m","3360","m","2013-11-29T04:16:23.000Z","0.007441133702","m/s","0.0050084997","m/s","0.0059453426","m/s","46285.72285","N","24268.48139","N.m","2.19399927601544","c/s","1320","kg/m3","1380.124879","kg/m3","0.987674049999999",,"int113RJGJ561","marl","500","100","%",,"int113RJGJ5613","calcareous","3330","m","3360","m","10","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"48RJGJ56","cuttings","3330","m","3360","m","2013-12-01T20:37:15.000Z","0.007441133702","m/s","0.0050084997","m/s","0.0059453426","m/s","46285.72285","N","24268.48139","N.m","2.19399927601544","c/s","1320","kg/m3","1380.124879","kg/m3","0.987674049999999",,"48RJGJ561","marl","500","10","%",,,,,,,,,,,"2013-12-02T14:35:31.458Z",,"2013-11-28T21:31:40.000Z","3360","m","249","ppm","15","ppm","366","ppm","8","ppm","0","ppm","13","ppm","3","ppm","0","ppm","5","ppm","0","ppm","0","ppm","0","ppm","0","ppm","-999","ppm","0","ppm","0","ppm","0","ppm","0","ppm","0","ppm","-999","ppm","0","ppm",,"457","ppm","459","ppm","455","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48RJGJ562","marl","500","80","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48RJGJ563","claystone","90","10","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int117RJGJ56","interpreted","3360","m","3370","m","2013-12-01T20:51:16.000Z","0.00671051813879272","m/s","0.0059484457","m/s","0.0060445971","m/s","45682.4726060606","N","21969.6647272727","N.m","2.63428147272727","c/s","1320","kg/m3","1379.80656969697","kg/m3","0.98767405",,"int117RJGJ561","marl","500","100","%",,"int117RJGJ5611","calcareous","3360","m","3390","m","10","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int117RJGJ5613","glauconite","3360","m","3370","m","12","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"49RJGJ56","cuttings","3360","m","3390","m","2013-12-01T20:37:15.000Z","0.0071266595828016","m/s","0.0059484457","m/s","0.0062581691","m/s","41005.8780861875","N","22837.89279","N.m","2.590083596","c/s","1320","kg/m3","1379.644368","kg/m3","0.987674049999999",,"49RJGJ562","marl","500","70","%",,,,,,,,,,,"2013-12-01T23:24:39.821Z",,"2013-11-28T22:52:47.000Z","3390","m","288","ppm","52","ppm","432","ppm","10","ppm","4","ppm","16","ppm","4","ppm","2","ppm","7","ppm","0","ppm","-999","ppm","0","ppm","0","ppm","-999","ppm","0","ppm","0","ppm","-999","ppm","0","ppm","0","ppm","-999","ppm","0","ppm",,"579","ppm","581","ppm","578","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49RJGJ561","marl","500","10","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49RJGJ563","claystone","90","20","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int185RJGJ56","interpreted","3370","m","3371.9","m","2013-12-01T20:51:51.000Z","0.00688960886666667","m/s","0.0060051436","m/s","0.0060289981","m/s","19696.5498333333","N","21517.383","N.m","2.65470605","c/s","1320","kg/m3","1379.7342","kg/m3","0.98767405",,"int185RJGJ561","claystone","90","100","%",,"int185RJGJ5612","calcareous","3370","m","3371.9","m","10","%",,"2013-12-02T14:35:31.458Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int184RJGJ56","interpreted","3371.9","m","3385","m","2013-12-01T20:51:18.000Z","0.00737585952045454","m/s","0.0060333284","m/s","0.0062029427","m/s","36511.3385595171","N","23707.6412727273","N.m","2.54928854318182","c/s","1320","kg/m3","1379.66075454545","kg/m3","0.98767405",,"int184RJGJ561","marl","500","100","%",,"int184RJGJ5613","glauconite","3371.9","m","3385","m","12","%",,"2013-12-01T23:24:39.821Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int183RJGJ56","interpreted","3385","m","3386.2","m","2013-12-01T20:51:51.000Z","0.007373005","m/s","0.0062064296","m/s","0.0062165247","m/s","47947.519","N","23199.9075","N.m","2.584514025","c/s","1320","kg/m3","1379.3549","kg/m3","0.98767405",,"int183RJGJ561","claystone","90","100","%",,"int183RJGJ5613","calcareous","3385","m","3386.2","m","10","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int182RJGJ56","interpreted","3386.2","m","3390","m","2013-12-01T20:51:18.000Z","0.00737318212307692","m/s","0.0062199328","m/s","0.0062581691","m/s","52045.9954615385","N","22596.1691538462","N.m","2.58785251538462","c/s","1320","kg/m3","1379.22476923077","kg/m3","0.98767405",,"int182RJGJ561","marl","500","100","%",,"int182RJGJ5613","glauconite","3386.2","m","3390","m","12","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int122RJGJ56","interpreted","3390","m","3420","m","2013-12-01T20:51:16.000Z","0.007013667908","m/s","0.0062615075","m/s","0.0064107921","m/s","47025.75394575","N","22494.60703","N.m","2.601662483","c/s","1320","kg/m3","1378.717691","kg/m3","0.987674049999999",,"int122RJGJ561","marl","500","100","%",,"int122RJGJ5613","argillaceous","3390","m","3420","m","7","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int122RJGJ5611","glauconite","3390","m","3420","m","8","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"50RJGJ56","cuttings","3390","m","3420","m","2013-12-01T20:37:15.000Z","0.007013667908","m/s","0.0062615075","m/s","0.0064107921","m/s","47025.75394575","N","22494.60703","N.m","2.601662483","c/s","1320","kg/m3","1378.717691","kg/m3","0.987674049999999",,"50RJGJ561","marl","500","50","%",,,,,,,,,,,"2013-12-02T14:35:45.673Z",,"2013-11-29T00:27:36.000Z","3420","m","351","ppm","24","ppm","491","ppm","14","ppm","-999","ppm","21","ppm","6","ppm","-999","ppm","9","ppm","0","ppm","-999","ppm","-999","ppm","0","ppm","-999","ppm","-999","ppm","0","ppm","-999","ppm","-999","ppm","0","ppm","-999","ppm","-999","ppm",,"431","ppm","436","ppm","427","ppm",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50RJGJ562","marl","500","30","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50RJGJ563","claystone","90","20","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"int123RJGJ56","interpreted","3420","m","3450","m","2013-11-29T02:32:19.000Z","0.007024589067","m/s","0.0064128684","m/s","0.006520784","m/s","51874.75444","N","23279.74592","N.m","2.056745148","c/s","1320","kg/m3","1382.452818","kg/m3","0.987674049999999",,"int123RJGJ561","claystone","90","100","%",,"int123RJGJ5612","pyrite","3420","m","3450","m","5","%",,"2013-12-02T14:35:45.673Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"int123RJGJ5611","calcareous","3420","m","3450","m","1","%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"51RJGJ56","cuttings","3420","m","3450","m","2013-12-01T20:37:15.000Z","0.007024589067","m/s","0.0064128684","m/s","0.006520784","m/s","51874.75444","N","23279.74592","N.m","2.056745148","c/s","1320","kg/m3","1382.452818","kg/m3","0.987674049999999",,"51RJGJ562","claystone","90","95","%",,,,,,,,,,,"2013-12-02T14:35:45.673Z",,"2013-11-29T01:48:46.000Z","3450","m","761","ppm","76","ppm","4334","ppm","33","ppm","2","ppm","223","ppm","13","ppm","-999","ppm","78","ppm","0","ppm","-999","ppm","4","ppm","1","ppm","-999","ppm","12","ppm","0","ppm","-999","ppm","-999","ppm","0","ppm","-999","ppm","-999","ppm",,"1597","ppm","1760","ppm","1482","ppm",,,,,,,,,,
